id,stake,blocks
0x00beef53378dd5db, 9780000, 3207
0x765e69631b58fff6, 22130000, 3205
0x60f301e5702f74fe, 53840000, 3192
0xb6139d650b83c455, 54040000, 3181
0x677f9a31284eefe6, 52820000, 3176
0x8d17a45c76d11a23, 51840000, 3172
0xc82516881df768ae, 30800000, 3109
0x576f80a1c051de17, 32150000, 3102
0x868dab7d9530d2c5, 3710000, 3101
0x9479b6e320ac9199, 9100000, 3083
0x4d675db61ceefafe, 32140000, 3061
0x39b609163a17bdd9, 32130000, 3060
0x921dc3fc57db8ab5, 5210000, 3045
0x8dcdf3376886c615, 39280000, 3043
0x1506bd5ab6939efe, 38640000, 3042
0x982f9261e5af7181, 29550000, 3041
0x943bfed0e286a30b, 32120000, 3021
0x518dc4739ca82215, 32170000, 3020
0x0ac5fabdf6968c81, 32260000, 3016
0x9fff445c4d6c281c, 32280000, 3003
0x49cb80cc1044bea5, 32120000, 2992
0x00333b8928ce5256, 3300000, 2983
0xd60a72f6049bc46e, 32140000, 2983
0x18532512b7e02f4e, 32150000, 2971
0x556e4281af848d07, 32510000, 2971
0xfa610fe07d462473, 32150000, 2969
0xde747d8a04d7b191, 32260000, 2959
0x503fa7390af0fe0d, 1, 2952
0xe4b1c8ecd190c715, 13370000, 2946
0xf059ed9e6a5fced5, 1380000, 2944
0x8857ee40f4db0cc6, 13930000, 2940
0xd31f204c825ea547, 11950000, 2938
0x072a77052a66b07e, 11590000, 2932
0x79bc38773847aedd, 32130000, 2930
0xec8260104f70a8b7, 6, 2929
0xf85ca74e8e666be3, 32230000, 2924
0x60014da03ebf1981, 32130000, 2917
0xf62bc8f93fca6b09, 32190000, 2917
0x643472a2887b1e88, 15000000, 2916
0x0f292fcaf3ef2735, 7160000, 2915
0x9b991c44d558a401, 32170000, 2911
0xff8ce26a928d95f6, 32140000, 2906
0xc05c4d9bc0be2abe, 63200000, 2897
0x9a881d68662df659, 5000000, 2892
0x7ac19e691a36cff4, 27950000, 2890
0x003e98e4615d9428, 5310000, 2883
0xf0e708ba6ccc8088, 4240000, 2883
0xfb110d216478d306, 32240000, 2878
0x105a68163bb05968, 12390000, 2871
0xfece558dc9b787e4, 32150000, 2871
0xbd8741616c336b8e, 7460000, 2869
0x18652168e3a18e3c, 3980000, 2864
0x0f9f064865a518a2, 63190000, 2862
0xbc7b99070b3f9c1b, 4640000, 2851
0x56fc2287ddf8ab18, 61290000, 2847
0xa3a542bfc0d37846, 3930000, 2840
0x90264742eb5f9b10, 30920000, 2837
0x3e695a66425147c5, 13910, 2834
0xe40edb5a68e80d9b, 20910000, 2834
0xa2ccd8e940f26a28, 16350000, 2825
0xbe7e2461c0784ff6, 5380000, 2814
0x7fbab5f4a474c0c4, 261570, 2809
0x78373839bf2fe877, 3990000, 2808
0xbd384c4bf0d992bf, 3, 2800
0x03e5b1d34e34ce24, 23430000, 2794
0xf7b96ff020e672f3, 136870, 2779
0x76e80e1b5d17dc52, 21270000, 2774
0x5e964c17d6c7fdbe, 30450000, 2765
0x0880d485e723c450, 21510000, 2761
0xcb91386e598f9c03, 64710, 2748
0x1e1be0432b46a3e9, 8050000, 2742
0xd31b9122d12acbb4, 116420, 2741
0xe8f53875b410eb1a, 16570000, 2737
0xa07f6d169b3f2252, 7360000, 2734
0x1575d127542cd1fa, 38610, 2729
0x969b7892be55f5bf, 4700000, 2711
0x494b1ade55bc2aa1, 3590, 2690
0xdec7757e68c13320, 40, 2647
0x8d5b59b69ab3a5dd, 119450, 2634
0xc974db0e08e24161, 156190, 2629
0x2fb278daee898607, 23410, 2622
0xb43a2817d209bf9f, 2080000, 2590
0xc29c92f8afe76baa, 17530000, 2567
0xb49a54a4619c4fa1, 7680000, 2557
0x894ff15d19d756b5, 23050000, 2540
0xd9e2d18112390655, 1250000, 2540
0x1ec2c7dd66f50aca, 35350000, 2529
0x290401c712676bb1, 29310000, 2516
0x738585e470732c8f, 3190000, 2506
0xff09292f918b5890, 35570000, 2488
0x0c717311671c916b, 3970000, 2484
0x69515a7b3b042b13, 6970000, 2484
0xe66b3464ed7cd472, 11390000, 2479
0x0cbc37bb2beaf80d, 14770000, 2478
0x6804118f52bf11d9, 744890, 2467
0x079c3741ab962791, 4600000, 2466
0xc0d70a23e609df0d, 11730000, 2465
0x4a9c990232ffa180, 68150000, 2446
0xdfb3f960551fb15b, 3870, 2440
0xe76993274ca5cb6f, 28280000, 2435
0xa0a6af807f488503, 4880000, 2430
0x01df29423c34cf58, 6470000, 2422
0x9138b6f076907f10, 8180000, 2422
0xfe98bee71b903f8d, 19080000, 2419
0xdddce88351ecc26a, 21340000, 2413
0x41b59eb949e51b51, 5010000, 2402
0x4744b317708bd65b, 60880000, 2396
0xe36c628f706ce8d1, 5770000, 2389
0x2bfa59438e3f5159, 2970000, 2376
0x196d0c94d772de38, 28450000, 2373
0xf37a8ad3925045d8, 877630, 2370
0x455778849e39cb59, 5000000, 2356
0x07ac7deeaf4b2b3e, 20770000, 2350
0x27eba5db71ccc36f, 1480000, 2335
0xdb827cb9ea4e22ba, 8770000, 2334
0xe9e7e497e8007466, 44920000, 2322
0x888bb4c1445b4d92, 28420000, 2301
0xf3efb842fea11083, 14030000, 2295
0xbcf96cfca26ab728, 28420000, 2294
0x538299a3744bb357, 2220000, 2288
0x6dd356aeb82bfd77, 14180000, 2279
0xd0f48f079bbc959a, 28300000, 2260
0x01cd4b51e6850be8, 92, 2253
0x065761dec5da35e4, 10570000, 2245
0xaccd28c0aabe7806, 2, 2244
0x3d2294ba308e8567, 9680000, 2241
0x21ad7ca8cf5beb73, 54180, 2230
0x84a777938184b591, 28170000, 2220
0xa24a0b7f2d589a80, 11000000, 2191
0x38a7e77616b63687, 405130, 2188
0xc06a0f39e50a5142, 28360000, 2185
0xcd8a12596a6252ef, 28370000, 2174
0x00beef681ecf7804, 4870000, 2165
0x77ff160ec60cd290, 291650, 2157
0x8ace4ea6220adfdd, 28350000, 2153
0xb6ad3e6eab3e84bd, 1110000, 2140
0x7ca6f74b610c5d12, 7420000, 2138
0x20df864543dcbea9, 3890000, 2132
0x34f513d0840fce47, 2940000, 2125
0x0cc4e44168cb8095, 6500000, 2123
0xb294aaded4d86ee7, 28320000, 2120
0x9e5dbc6190b83afa, 14900000, 2112
0x1b94521f8dcfd167, 10030000, 2104
0x3d0a287ffd811de8, 28330000, 2104
0xfebb924e5186176d, 45550000, 2103
0xc46c687b8f1176a4, 11640000, 2093
0xdacf06a2b92b1a22, 43390000, 2090
0xb3522987e969030e, 6890000, 2085
0xef912394b41ce8dd, 6590000, 2084
0xb5a1a820d1f8f3f6, 22730000, 2073
0x093281f3ab656a3b, 5570000, 2049
0x254b9f3d90d19e2c, 5530000, 2044
0x27fdacbdb03975f7, 4230000, 2038
0x315787d33f51e1ed, 7, 2015
0xe24313f46fbc4015, 7570000, 2006
0xf5f50f91ffc485f9, 1110000, 2002
0x05b8a25e4df73e20, 15360000, 1998
0x3c947f21a09de568, 5920000, 1991
0x903e554baf71807f, 4850000, 1987
0x9495762e3096c7e8, 6350000, 1986
0x39a561d481c8332d, 5680000, 1983
0xf92e7cf9e0376e40, 0, 1974
0x28acd2df4562b820, 24280000, 1966
0x8088a5b6a1d6ab34, 5030000, 1951
0x2d69d77905ded523, 545, 1948
0x08ac812c805a54f5, 51060, 1945
0x14ab7f5b8fe0b39e, 7760000, 1936
0x6d9ce533aa790c9e, 3090000, 1919
0xfbc3b43676e0150d, 1430000, 1898
0x9b9f891cd893a1b1, 2890000, 1892
0x603749d192f115ed, 2860000, 1879
0x0555a3379b2ea574, 0, 1875
0x40fd2f828f30c6c2, 3220000, 1869
0xc4039f4f32e162a2, 9580000, 1849
0xed6b2d4bf213a52c, 287030, 1839
0x5016cf5880ea6430, 8010000, 1831
0xaa3afa91936114e8, 2, 1821
0xf423b197c5887a41, 23520000, 1817
0x4ae0fed7264b8b24, 6, 1815
0xd81407a6f27ed685, 22830000, 1811
0x69ac9f5aa1164442, 3120000, 1804
0x1176ab1b3a6e1d80, 56810000, 1794
0xf981975f4908cdd7, 9190000, 1784
0xe9132dccfa95a311, 787400, 1778
0xae0154e29a77672e, 31580000, 1776
0x596a06ca10c897d9, 8950000, 1771
0x578ce8761fac4ed2, 2950000, 1762
0x59d12b7aa10893bc, 3830000, 1736
0x7862852ad6794512, 7220000, 1733
0xd34d33e3e71f3a0f, 943320, 1732
0xb42eae6a52781096, 2420000, 1709
0x472314c081e9d23a, 3580000, 1708
0x6a2eecc8d27f5bd5, 545, 1706
0x6879ab432f263d6d, 8570000, 1701
0x118af2b027b83f58, 6000000, 1693
0xf84aed8c945473d7, 7240000, 1693
0x80db2e22340031ad, 1100000, 1692
0x076c483d2ab87ecd, 56840000, 1687
0xa8e7694be2b5f90f, 7790000, 1687
0x1c7a6f0511e88214, 30240000, 1682
0xdb3ef285ac16a33f, 16400000, 1680
0x4c316a5b42f9821d, 144260, 1678
0xdcf43cff5f356965, 14750000, 1662
0x31415926519537f7, 20870000, 1651
0x65b0f6b3c36f334e, 14270000, 1651
0x55962d2997a14f0e, 7560000, 1650
0xe69e8670271db738, 145470, 1650
0x1649d50e678cd6e6, 6110000, 1649
0x3778d0134037b114, 3360000, 1648
0x021e8d5d0eb996d9, 551, 1636
0x2f73a35c9385d3d7, 4840000, 1636
0x8c92ae1a2e1a4beb, 8150000, 1636
0x96aa57f4e6bf8f0a, 6910000, 1636
0x2676d1aad2fdc99d, 1330000, 1632
0x3b09246ae8dc45db, 140790, 1625
0x11adfe44a4dd2af1, 130380, 1599
0x266916eac4973b9f, 147, 1590
0x84816b2c3c8deca5, 32760, 1588
0x7e7eb329c875e780, 8260000, 1586
0x23fe0d0e8901c3cf, 148020, 1584
0x19cb138ec3972253, 4540000, 1576
0x7858e1688a9d7b32, 124120, 1576
0x757bbac0ea093a63, 640170, 1572
0x32c6e03be9f35714, 4430000, 1552
0x5e376d75703dc251, 7670000, 1544
0x5ca3c384a2950c24, 5010000, 1541
0xf8e96e3c84614e33, 1240000, 1534
0x77f64febcdbd11e2, 20360000, 1531
0xca4d7a5531b3a266, 3070000, 1529
0xa5cc5b8b02b5e019, 724770, 1520
0xc8ae7865ea548ff7, 1790000, 1513
0xe8fb1e89698cdcee, 140030, 1511
0x587c9118b764a27f, 8780000, 1504
0x075578de2c3a3578, 166230, 1501
0x36d2b3384860fe9b, 3500, 1499
0x516e4db05235eadc, 54920000, 1486
0x879ad833bd5ae7af, 20110000, 1484
0x7c30ca03dddbe0c2, 9150000, 1476
0xc65ca068c59b0e62, 2720000, 1473
0x03f79deda30e5b5c, 2870000, 1471
0xbca52a1eb0048c9a, 3450000, 1462
0xbe80794a046edad4, 4300000, 1460
0x550e404eba226fd5, 826440, 1448
0x44d7fba80263cc7f, 7740000, 1446
0x89e0fe38f62cf88e, 12810000, 1445
0xbef6ba7488213816, 13260000, 1434
0x485903de5976df62, 9, 1420
0x5790d62ae74690a1, 1690000, 1407
0x51c67001d5eeb6c9, 2520000, 1405
0x89af15a1c2e26c47, 190600, 1405
0x0dbd895b4eeafb3c, 3470000, 1403
0x62d31aef8a476aec, 7220000, 1384
0xa6bda93bb6ef3048, 21330000, 1377
0x90454dd6caa98ff9, 3870000, 1352
0xa076d1eac5ae2ae8, 2460000, 1345
0xb59cdd43662504dd, 12660, 1328
0xfe614787304feadc, 7660000, 1326
0xe2be8bcda743d130, 2140000, 1319
0xc1f5cfd427b910f7, 12210000, 1316
0xdc508ac776853281, 2820000, 1313
0xe6167b7867051925, 4080000, 1310
0x3dec052cf30c9ed1, 2560000, 1294
0x03646a1bc726d371, 328320, 1287
0x683e89faabdcb2f1, 2120000, 1282
0x79ac79060a2bacbc, 13760000, 1281
0x39fca98be651a470, 3270000, 1280
0x7a4c1ee9198cd3c6, 6580000, 1279
0x6a4a3956fd8583ef, 4630000, 1271
0x606e6f0638ec9b8a, 10420000, 1270
0xa60950c7d17e1065, 23760000, 1253
0x8318582d3062be26, 716640, 1252
0xb8d8742c1d24bc65, 505680, 1250
0xaa8b94012bd38579, 3890000, 1243
0xbbebbbf83a06664a, 2280000, 1239
0x19c56be80472a866, 4120000, 1237
0x2c73900f2fdffa35, 28880, 1235
0xc2b8bff5a9508a3e, 1110000, 1234
0x5b9a5633e3262558, 3680000, 1232
0x2dd6fd6a21706fa8, 4200000, 1230
0xb3291d8a86a2dd40, 1220000, 1221
0x74b265968bd27372, 2640000, 1216
0x4044aa4145a64bd9, 961950, 1214
0xfd2a060b2b900f65, 3870000, 1213
0x467063b0c5a6bf6c, 28290000, 1212
0xfd2ce4f1823f5423, 4650000, 1199
0x7ed358ae438dbd26, 3430000, 1196
0xd574cff49c2b2b5c, 2, 1182
0x4ed1c84722b33cba, 4920000, 1178
0x3f123425dbf72737, 68780000, 1176
0xbf7cf03069aa8547, 1, 1171
0x693cb17bc98685c9, 3770000, 1159
0xda23e855cbf4daf2, 6090000, 1156
0x35119f1e68b6aafa, 0, 1151
0x548091baad3203c5, 2, 1145
0xe8107618b8713c02, 64270000, 1145
0xc6c0117e03d50fb6, 1510000, 1144
0xb81c65f41a79b349, 4000000, 1136
0xbd5f6b2502e29ae5, 1290000, 1133
0x297b5acd2fb83ce6, 2570000, 1123
0x5c8751064673dd8c, 6080000, 1111
0xbba384104ef4ffbe, 4140000, 1110
0x5977a2ca23e3aee0, 3210000, 1105
0x0cb60fc084fded05, 24160000, 1099
0xb2d1c4791d408f39, 1710000, 1099
0x2119e61a75571163, 1610000, 1098
0xc6074d5916d575f1, 1580000, 1095
0x0000036841ea399c, 2680000, 1093
0x355986efe5e5782d, 122690, 1086
0x607a7ae669df597d, 6020000, 1080
0x3c81cdc9ddcede6b, 7100000, 1076
0x06e18b1d1aa4d735, 13130000, 1074
0xf8e640378eb4509f, 3190000, 1073
0x6f9ecffc865c8b60, 470880, 1067
0x0000558080e6cf38, 2880000, 1062
0x9dda57fa2b642d33, 2210000, 1061
0xe7234026f831eaf3, 3130000, 1051
0x6f223af7b3096238, 8600000, 1047
0x8ebb7e21d6f001a3, 5200, 1028
0xc22942e1acd17208, 1950000, 1026
0xcf635c0a1523aaf7, 19120000, 1023
0x2cdc5cefbd44a126, 2930000, 1020
0x7c5ec13d1e760bc4, 2630000, 1020
0x61500eeaffd44f36, 0, 1019
0xde1d84fc4c066107, 4910000, 1018
0x74a10b823afbed97, 834560, 1016
0x0a37c1f752cbcd46, 5720000, 1010
0x6ae0fb9f5b5cf4e4, 350720, 1010
0x39896431629906b9, 3650000, 1007
0x8dde7fa51b944e68, 53510000, 1002
0x5cba23f76cec0ea1, 0, 999
0xa6d94729f38b1e8b, 502870, 997
0xc04742e01b655b63, 1060000, 991
0xb7843350db6951b7, 12610000, 990
0xa68e2b86d052d9d8, 6000000, 989
0xc29dd3c53430ef04, 3280000, 989
0xeff96bfcafcd4713, 3, 989
0xbcc34d3c4dae9acc, 5890000, 983
0x7874e696dadf650b, 5430000, 981
0xba67e271245c8acc, 3390000, 977
0xe9a6817c2abfca5a, 6650000, 976
0x2375efb3dbf28ecd, 3380000, 972
0xa9fb2641e0654be3, 0, 971
0xba4d283813004a73, 0, 971
0x828723ad5b8b6f5a, 1360000, 968
0xd28e4ae3c5af8501, 462090, 966
0x4a463cd25cd642d8, 1720000, 964
0x403c276d78704301, 5070000, 962
0xe8e009952ce2fdcd, 2430000, 962
0x786cbd8d2eb603d8, 0, 961
0x4f29af22455bf3f1, 1120000, 954
0xc9d5e4901095b7b1, 0, 953
0x97db278a15537a3e, 27590000, 952
0x22e020d0960e418e, 4920000, 949
0x660f2b819f7898fe, 1910000, 945
0x3626a23569f9a11b, 759560, 944
0xc9d833d3ec1bfa32, 678000, 942
0x214c95e275df9738, 0, 932
0xb61cab02cf011b7f, 0, 929
0xf8b811d66d12cdb7, 622520, 927
0x4fed869aa8a39558, 10370000, 925
0xc3c27acccc2d97f9, 608520, 925
0xa08fe0a801fe966b, 3460000, 920
0xc0c23144b1051442, 2110000, 920
0xa1919957f497b5a9, 231630, 919
0x1e4f8dc9358c7b5e, 280960, 918
0xc9bc139d250df917, 493320, 915
0x01fbe26f7ae4fc32, 6960000, 913
0x4a0354d73173dc78, 27770000, 913
0xc58e3004288ab369, 3400000, 913
0xc48ed34afa9488bd, 527030, 912
0x8db4b0de336de3d9, 20860000, 904
0x8ecc6a94bc273900, 27760000, 902
0xbcfa1854726ae513, 27370000, 902
0x9c691303aa1711eb, 8260000, 900
0x8d2fef46fa216752, 13080000, 894
0x33804cebef8f6a3e, 2850000, 890
0xbd24b3374af0ff16, 435520, 890
0x0a5ad3b4c9ecef47, 5150000, 883
0x72ef065e6d1af3fc, 27560000, 878
0xd27af8f33d326356, 418220, 878
0x7b92c27d945077d1, 2390000, 876
0xcf724985cc720fba, 34160000, 876
0x3199811d48a66749, 342480, 873
0x075a870c8f16a09e, 191320, 868
0xdbda39c83aee5125, 31780000, 867
0x682fd73e257471f3, 2230000, 865
0x08f05bcf58c6535b, 9950000, 857
0x1a90573321a97972, 5030000, 856
0xd6323bbbf83cce69, 4850000, 851
0x80903e03898b371f, 0, 849
0xfc5cd0476e91fd35, 5030000, 846
0x015f52ee22660bc3, 7820000, 841
0x8279008142307400, 2490000, 841
0x8fa45370b65d2794, 2350000, 841
0x6d54378b275c8237, 1200000, 836
0xeda2cbad9a9802de, 2650000, 834
0x4f345190b739abb1, 1160000, 831
0x26d2e14027f10b57, 514670, 822
0xa4dcead63b56f0ab, 595390, 822
0x83202c49567376c2, 7390000, 818
0x9390bd2cf3dbfc69, 1270, 816
0xd68eed68f6a535ef, 1220000, 816
0x5121819eb2848f63, 1010000, 814
0x96d4a78a3c0463c7, 810780, 814
0xed24d89964ba8445, 1050000, 813
0x003da6af214067e7, 313920, 811
0x5bb951ce8f0525d0, 509730, 807
0xe11427a8d45bd8ed, 4020000, 803
0x046139b9c4302ba9, 0, 800
0xa4b576a7fd2364b3, 2720000, 799
0xcba14190f6863431, 76850, 799
0x22ab3954fb343395, 311940, 791
0x6b3d0a262d04ba2e, 2110000, 791
0x9d520aa13a7b40d7, 2910000, 790
0xd65467e9e65a288f, 4520000, 790
0xea90b56d1aaff9df, 2230000, 790
0x478bc209763f72a2, 170950, 783
0x2a46b8dbbd76297a, 2490000, 782
0xcb0e9727b96c668c, 2230000, 782
0x0eed381008665cb0, 0, 779
0x4d470d315a80ccd7, 2760000, 779
0xb2f23eb93eeb7264, 1270000, 778
0x93e512ad949ba3ed, 0, 777
0xc7013e0a42b4c4b3, 4290000, 777
0xc91e836428acaa83, 423860, 777
0xc77e03da2a579962, 1460000, 772
0x291173f4ef46beb4, 1990000, 770
0x83ed61f549ba87ac, 1440000, 765
0x9429e7fed84ccf54, 1670000, 761
0xad3b67e05f1ce137, 1580000, 761
0x1dc1e011d4cfda7c, 131830, 755
0xca39332405a4ddf7, 3260000, 754
0x138031b88fd1f834, 969530, 753
0xadef0d0f2f89cfab, 3320000, 753
0xb6bbf5a78cd74487, 1450000, 750
0x552d7f6545132da8, 10350000, 749
0x281f1aa1810f28ee, 3950000, 747
0xb31af8dcc46f5cc9, 2160000, 746
0x5d0487763b691f99, 0, 744
0xd5a7362fda53abd8, 1020000, 743
0xfcedaf1827a71b94, 5170000, 743
0x2656fab6fe35b6be, 961060, 741
0xf1263e0857416d62, 2690000, 738
0xf2930e89ac626643, 0, 738
0xca7b80cf5da78c8d, 5130000, 734
0xb05eeffa57296608, 0, 731
0x90dd0a60110a01b2, 295340, 729
0x5be57ce636aa118c, 713580, 728
0x9e85e1a765974917, 2530000, 728
0x46179fe132746cc6, 0, 724
0xa7b2a175f527c386, 455500, 723
0x05e11c248c22be2a, 551130, 722
0x72af8398ad939676, 1870000, 722
0x7fe4d9c4fda46461, 3290000, 722
0x46ebbc0d0abbcaba, 2070000, 720
0x182acedf8bc0a61d, 3, 715
0xf0e3c8d4e1ffc537, 284520, 708
0x09340f1242e930b0, 5810000, 707
0xbed7baefbc400b38, 2450000, 706
0xd53f25f84f6a5e3a, 3070000, 706
0x159b8d33e390c0b6, 36980000, 704
0x5dd01c89f0a27d24, 0, 703
0x96449f37a1c186b0, 1570000, 700
0x45faad3e61a5a9be, 1270000, 698
0x943fde2e23bc7707, 1010000, 697
0x98a12447ff71a0ac, 1040000, 691
0x126ee750cbc87e85, 1120000, 688
0x940d68932afd2119, 1360000, 687
0x6c6b50bb95567906, 0, 680
0xe7cc5ccef10e9218, 720160, 676
0x0cd6076ee04b11ac, 0, 675
0x074c396a78edeac1, 925150, 674
0x78149b89ea6c9a0a, 2410000, 670
0x4dbdfb6847d35852, 144000, 663
0x878b802d91325bdd, 198430, 662
0xab93ac9fc7f2d20b, 1090000, 660
0x91d03073de22d803, 3240000, 659
0x3805681d8d96d0b2, 164050, 653
0xdaf97e5c3fc6dc5f, 49710000, 653
0x7562383986ded5de, 0, 652
0x7ea4b5bf9d3a6d70, 0, 652
0x43ef09caeda899b2, 956160, 650
0x43d6ae96c6634970, 107, 645
0x383b79518f2d7d2f, 3360000, 642
0x4351216c2e49aab9, 3680000, 642
0x28eb94eab3c7af36, 0, 640
0x9b922e2f2d9e8fbe, 10040000, 640
0x61fe899eb934ad97, 0, 638
0x159bd971b425202b, 2030000, 636
0x335c5a3196631bc5, 6000000, 636
0xae8f552c7b36a1f2, 545, 636
0x2a05c534e0b5e378, 62860, 634
0xcd0b7a6e70deebdd, 3000000, 630
0xcab70187c9babbcc, 0, 627
0xea7cdd89ced8be3a, 2700000, 627
0xdb49cc2d79427716, 4480000, 626
0x40c5a505ebb29210, 519690, 625
0x0a744b89d64a8125, 1990000, 622
0x0915c359cd29767d, 2480000, 621
0xc95db1304b41b515, 6460000, 621
0x29df062524a561a5, 1180000, 618
0xa59e2c841d3b65a9, 7880000, 615
0x7da52b94cc6ddcf5, 8360000, 614
0x675ed63f3a322f3c, 3000000, 607
0x24bfb6272aff3216, 13340000, 606
0x1f7f6c5b177fd66e, 3210000, 604
0x9af540f1d5fdd2c4, 3110000, 602
0x764bcdf4cb436e87, 246230, 598
0xf3dea3f6b5416681, 1180000, 598
0x901c5c320f4eda9c, 739990, 594
0x4f3410f078e534bb, 10190, 589
0x7d59eb0800b69422, 1840000, 589
0x7f95f046e504dd6a, 26830000, 589
0x96553a433872f03c, 1610000, 588
0x0836ac65d4a89b0b, 22540000, 586
0xf66a36de6d8c12dc, 899500, 586
0xbc83d31fb8e3fa61, 5280000, 585
0xbf6a228abae1cbfb, 369490, 582
0x91991d9251d75d15, 1760000, 579
0x976df2d8fcd083d3, 58150000, 579
0x2397e901f9627dcf, 1270000, 577
0xa3ee9595b977b56b, 2090000, 577
0x757195820b62bed6, 36300000, 576
0xa6d3691e940a7639, 1160000, 576
0x5e35823f70093083, 104560, 573
0x7c81fb496e0a861e, 504570, 573
0x37a4728a093f3e4b, 5430000, 571
0x663317cbb4067d15, 3740000, 571
0xa7c31f2702acd386, 71540, 571
0x827c7aa344c8adc0, 2790000, 570
0x9c61204453fb923b, 1020000, 567
0xb6063f0fa0ce1b80, 2730000, 566
0x3d32cae0dc902d9f, 3230000, 563
0x0960deead9b1dc2e, 1030000, 556
0xd0fb74f00fe36604, 5260000, 556
0x7bb1b0b21cf560a0, 1360000, 554
0x3df201c9656f3ef6, 1560000, 550
0xe8156034bb48f950, 1880000, 550
0x78ce8b688433a9a0, 2100000, 545
0x7f87068a1ad26ebf, 11100000, 545
0xd4b296f555b885ae, 5840000, 545
0x5f7ad5f795502bba, 58610, 544
0x86d56db6634f655a, 1430000, 531
0x96cd4a3aab2ab3e1, 4080000, 529
0xe459e81652679687, 15530, 529
0x9072226196e6e907, 278760, 528
0xd505cad0b2fc031b, 3200000, 528
0x099d512b1f539fba, 1610000, 525
0xdc31fffa37efd721, 1270000, 524
0x9db8121400277cfb, 2540000, 522
0xf0a112d10876f962, 26370, 520
0x09fa1d31d58603ed, 146160, 519
0xbf9fe738bcf405d4, 3160000, 516
0x68edf81e709f3a22, 1670000, 515
0x9c3bcf9dc29bcdc0, 2150000, 512
0x6ee64bb82ae69ff1, 5200000, 509
0x3ebd06297fb7f9cb, 0, 508
0xf9affe54950b63b4, 205080, 508
0xfbf5222164412cbb, 86790, 508
0x59ebe72ad254707f, 4510000, 506
0x34a89f77d418ec40, 713180, 505
